,ref_point_id,total_area,distance_to_centroid,city,log_distance,log_area
7,7,4226643.060052958,5586.891776996169,Bottrop,8.628178378767899,15.256918633128675
8,8,2664501.567639997,3212.846911793447,Bottrop,8.074912711480088,14.795527569061829
9,9,1317662.074635015,5768.440136006265,Bottrop,8.660156982573401,14.091369568632478
10,10,1076505.801022661,6828.503441209144,Bottrop,8.828860813066385,13.889230984552956
11,11,902348.965806556,7423.550422132706,Bottrop,8.912412715268776,13.712756604277585
12,12,557346.7349355962,5907.313128462248,Bottrop,8.683946375630091,13.23094282960665
13,13,2458436.9338973104,2525.6354195361323,Bottrop,7.8342479613520215,14.71503631323637
14,14,2201859.327329785,3771.7930919073247,Bottrop,8.235305788565723,14.60481271017767
15,15,275512.34178329096,3499.8672993007535,Bottrop,8.160480332273234,12.526387704333208
16,16,7447205.165200729,6147.527518776165,Bottrop,8.723805250497762,15.823349374360383
17,17,6764089.818755122,3461.448254197381,Bottrop,8.149442351052821,15.727138267853178
18,18,1807643.813085473,2640.2512094933077,Bottrop,7.8786293467245025,14.407534794489225
19,19,714915.7964527308,6682.679359155186,Bottrop,8.807274287780858,13.479920047542066
20,20,1645063.7637391323,2491.4854129013647,Bottrop,7.820634362958731,14.313289703581825
21,21,865452.6682457286,5194.465682041804,Bottrop,8.555349045893673,13.671007964923025
22,22,1592658.858813954,3659.944035322401,Bottrop,8.205203135382986,14.280915415810592
23,23,592067.7054494291,4170.757558197448,Bottrop,8.33585296692558,13.291376274639925
24,24,7767393.944326119,5893.33511802175,Bottrop,8.681577350355223,15.865445266384143
25,25,1374437.6108629103,6023.258691461442,Bottrop,8.703383702720979,14.13355519513377
26,26,796244.5385518743,5164.38856517065,Bottrop,8.549541994133959,13.587661626883449
27,27,891853.4018815003,3277.278631424821,Bottrop,8.09476867145743,13.701057050389108
28,28,1914618.36832989,1760.3922070849521,Bottrop,7.4732919081405855,14.465028875269475
29,29,1313212.5857203007,3858.8019201169445,Bottrop,8.25811203089059,14.087987048572407
30,30,479664.9732528555,6010.985385217873,Bottrop,8.701343971696641,13.080843166798058
31,31,2026549.6700237459,5157.634666579583,Bottrop,8.548233355429456,14.521845235001175
32,32,4742821.147296454,7458.7199307245055,Bottrop,8.91713908741868,15.372142695377157
33,33,3649088.4768240997,8075.227408678792,Bottrop,8.996556309759798,15.109987961993392
34,34,1561283.4742937116,5334.015396459352,Bottrop,8.581859591213112,14.261018780892611
35,35,680464.8866494802,3834.6317728477125,Bottrop,8.251828691681006,13.43053150040288
36,36,373133.2431541928,4175.157430667878,Bottrop,8.336907344518432,12.829690855090517
37,37,1361500.8786595943,2269.8486113749736,Bottrop,7.7274684172272625,14.12409823645718
38,38,545205.5762352902,5416.088341793198,Bottrop,8.597129125720752,13.208918206623249
39,39,7442588.336912333,4825.408836318372,Bottrop,8.48165074309918,15.82272924105421
40,40,1070378.5821837108,7047.227779872795,Bottrop,8.86038959576091,13.88352295898524
41,41,250380.24872274115,3457.2374976540887,Bottrop,8.148225138069254,12.430736036194185
42,42,984240.4813278656,478.6183306743401,Bottrop,6.170903475355825,13.79962553776899
43,43,698515.5900460968,5133.08865477149,Bottrop,8.54346283394271,13.456712776751623
44,44,3594680.9906937717,3724.567075130779,Bottrop,8.222705902618022,15.094965808258001
45,45,1259939.357725412,5664.690157260731,Bottrop,8.64200747774933,14.046574148980078
46,46,657252.4246214115,2956.3539043153387,Bottrop,7.991711998959702,13.395823431625127
47,47,4830670.808724022,5150.414775538889,Bottrop,8.546832529354285,15.390495899779088
48,48,884077.9804643928,4683.318586146933,Bottrop,8.4517622372234,13.692300550924239
49,49,711013.835708823,3928.3477156958106,Bottrop,8.275974187882303,13.474447168102124
50,50,5283393.21594707,4644.398599712072,Bottrop,8.44341717025252,15.48007910380388
51,51,1479676.0135002634,8168.945552811682,Bottrop,9.00809511622132,14.207333711978931
0,0,1942904.0325740594,2239.0798871381203,Heilbronn,7.713820295791686,14.479694335772855
1,1,1540260.1425821239,4530.171674047513,Heilbronn,8.418515114899732,14.247461883878428
2,2,1412404.2287229626,3214.118719628322,Heilbronn,8.075308483894137,14.16080393703002
3,3,2153709.80029173,3998.6001940484743,Heilbronn,8.293699627366834,14.582702401666557
4,4,1551804.550005303,2202.445108228639,Heilbronn,7.697323435015605,14.25492903751998
5,5,1679261.5519490056,2183.8301057064778,Heilbronn,7.6888355434115265,14.333864702336657
